シート種別,事業年度,予算事業ID,事業名,建制順,所管府省庁,府省庁,局・庁,部,課,室,班,係,その他担当組織_作成責任者_no,府省庁（その他担当組織）,局・庁（その他担当組織）,部（その他担当組織）,課（その他担当組織）,室（その他担当組織）,班（その他担当組織）,係（その他担当組織）,作成責任者
レビューシート,2024,188,沖縄・地域安全パトロール事業,4,内閣府,内閣府,政策統括官（沖縄政策担当）,,参事官（総括担当）,,,,1,,,,,,,,真弓智也
レビューシート,2024,190,沖縄域外競争力強化促進事業,4,内閣府,内閣府,政策統括官（沖縄政策担当）,,参事官（産業振興担当）,,,,1,内閣府,政策統括官（沖縄政策担当）,,参事官（産業振興担当）,,,,中島義人
レビューシート,2024,192,沖縄離島活性化推進事業,4,内閣府,内閣府,政策統括官（沖縄政策担当）,,参事官（企画担当）,,,,1,,,,,,,,岡田芳和
レビューシート,2024,193,沖縄小規模離島生活基盤整備推進事業,4,内閣府,内閣府,政策統括官（沖縄政策担当）,,参事官（企画担当）,,,,1,,,,,,,,岡田芳和
レビューシート,2024,195,沖縄の高校中退者等に係る人材育成推進に必要な経費,4,内閣府,内閣府,沖縄振興局,,総務課,事業振興室,,,1,,,,,,,,占部亮
レビューシート,2024,197,沖縄糖業振興対策事業に必要な経費,4,内閣府,内閣府,沖縄振興局,,参事官（振興第二担当）,,,,1,,,,,,,,小林清史
レビューシート,2024,199,沖縄国立大学法人施設整備に必要な経費,4,内閣府,内閣府,沖縄振興局,,総務課,事業振興室,,,1,,,,,,,,占部亮
レビューシート,2024,202,沖縄振興特定事業推進費,4,内閣府,内閣府,政策統括官（沖縄政策担当）,,参事官（企画担当）,,,,1,,,,,,,,岡田芳和
レビューシート,2024,204,高齢社会対策推進経費,4,内閣府,内閣府,政策統括官（共生・共助担当）,,参事官（高齢社会対策担当）,,,,1,,,,,,,,須藤圭亮
レビューシート,2024,205,バリアフリー・ユニバーサルデザイン施策推進経費,4,内閣府,内閣府,政策統括官（共生・共助担当）,,参事官（総合調整担当）,,,,1,,,,,,,,須藤圭亮
レビューシート,2024,206,障害者施策推進経費,4,内閣府,内閣府,政策統括官（共生・共助担当）,,参事官（障害者施策担当）,,,,1,,,,,,,,古屋勝史
レビューシート,2024,207,交通安全対策推進経費,4,内閣府,内閣府,政策統括官（共生・共助担当）,,参事官（交通安全対策担当）,,,,1,,,,,,,,児玉克敏
レビューシート,2024,210,青年国際交流経費,4,内閣府,内閣府,政策統括官（共生・共助担当）,,参事官（青年国際交流担当）,,,,1,,,,,,,,藤森俊輔
レビューシート,2024,211,男女共同参画に関する普及・啓発に必要な経費,4,内閣府,内閣府,男女共同参画局,,総務課,,,,1,,,,,,,,大森崇利
レビューシート,2024,212,男女共同参画を促進するための地方公共団体・民間団体等との連携に必要な経費,4,内閣府,内閣府,男女共同参画局,,総務課,,,,1,,,,,,,,大森崇利
レビューシート,2024,213,国際交流・国際協力の促進に必要な経費,4,内閣府,内閣府,男女共同参画局,,総務課,,,,1,,,,,,,,大森崇利
レビューシート,2024,214,女性の参画の拡大に向けた取組に必要な経費,4,内閣府,内閣府,男女共同参画局,,推進課,,,,1,,,,,,,,上田真由美
レビューシート,2024,215,食品健康影響評価技術の研究に必要な経費,4,内閣府,内閣府,食品安全委員会,事務局,評価第一課,,,,1,内閣府,食品安全委員会,事務局,評価第一課,,,調査・研究係,井本昌克
レビューシート,2024,216,女性活躍促進に向けた取組に必要な経費,4,内閣府,内閣府,男女共同参画局,,総務課,,,,1,,,,,,,,大森崇利
レビューシート,2024,217,仕事と生活の調和の推進に必要な経費,4,内閣府,内閣府,男女共同参画局,,仕事と生活の調和推進室,,,,1,,,,,,,,上田真由美
レビューシート,2024,219,リスクコミュニケーション実施経費,4,内閣府,内閣府,食品安全委員会,事務局,情報・勧告広報課,,,交流係,1,内閣府,食品安全委員会,事務局,情報・勧告広報課,,,,浜谷直史
レビューシート,2024,220,内閣本府庁舎等施設の整備に必要な経費,4,内閣府,内閣府,大臣官房,,会計課,,,営繕係,1,,,,,,,,北村実
レビューシート,2024,221,公益法人制度の適正な運営の推進に必要な経費,4,内閣府,内閣府,公益認定等委員会,事務局,,,,,1,内閣府,大臣官房,,公益法人行政担当室,,,,作成責任者未設定
レビューシート,2024,221,公益法人制度の適正な運営の推進に必要な経費,4,内閣府,内閣府,公益認定等委員会,事務局,,,,,2,,,,,,,,魚井宏泰
レビューシート,2024,222,国民経済計算に必要な経費,4,内閣府,内閣府,経済社会総合研究所,,国民経済計算部,企画調査課,,,1,,,,,,,,尾崎真美子
レビューシート,2024,223,経済研修所運営に必要な経費,4,内閣府,内閣府,経済社会総合研究所,,経済研修所,,,,1,,,,,,,,大岡新吾
レビューシート,2024,223,経済研修所運営に必要な経費,4,内閣府,内閣府,経済社会総合研究所,,経済研修所,,,,2,,,,,,,,田村裕昭
レビューシート,2024,224,赤坂迎賓館参観経費,4,内閣府,内閣府,迎賓館,,運営課,,,,1,内閣府,迎賓館,,運営課,,,,高妻博之
レビューシート,2024,224,赤坂迎賓館参観経費,4,内閣府,内閣府,迎賓館,,運営課,,,,2,内閣府,迎賓館,,総務課,,,会計係,
レビューシート,2024,224,赤坂迎賓館参観経費,4,内閣府,内閣府,迎賓館,,運営課,,,,3,内閣府,迎賓館,,総務課,,,,
レビューシート,2024,225,京都迎賓館参観経費,4,内閣府,内閣府,迎賓館,,京都事務所,,,,1,内閣府,迎賓館,,京都事務所,運営課,,参観専門職,押切哲夫
レビューシート,2024,225,京都迎賓館参観経費,4,内閣府,内閣府,迎賓館,,京都事務所,,,,2,内閣府,迎賓館,,京都事務所,庶務課,,,
レビューシート,2024,225,京都迎賓館参観経費,4,内閣府,内閣府,迎賓館,,京都事務所,,,,3,内閣府,迎賓館,,京都事務所,庶務課,,会計係,
レビューシート,2024,226,宇宙利用拡大の調査研究,4,内閣府,内閣府,宇宙開発戦略推進事務局,,,,,,1,,,,,,,,猪俣明彦
レビューシート,2024,227,実用準天頂衛星システム事業の推進,4,内閣府,内閣府,宇宙開発戦略推進事務局,,,,,,1,,,,,,,,三上建治
レビューシート,2024,228,宇宙開発利用推進費,4,内閣府,内閣府,宇宙開発戦略推進事務局,,,,,,1,総務省,国際戦略局,,宇宙通信政策課,,,,猪俣明彦
レビューシート,2024,228,宇宙開発利用推進費,4,内閣府,内閣府,宇宙開発戦略推進事務局,,,,,,2,文部科学省,研究開発局,,宇宙開発利用課,,,,
レビューシート,2024,228,宇宙開発利用推進費,4,内閣府,内閣府,宇宙開発戦略推進事務局,,,,,,3,農林水産省,大臣官房,新事業・食品産業部,,,,食品製造課（課長以外）,
レビューシート,2024,228,宇宙開発利用推進費,4,内閣府,内閣府,宇宙開発戦略推進事務局,,,,,,4,農林水産省,大臣官房,,政策課,,技術企画班,,
レビューシート,2024,228,宇宙開発利用推進費,4,内閣府,内閣府,宇宙開発戦略推進事務局,,,,,,5,経済産業省,製造産業局,,宇宙産業課,,,,
レビューシート,2024,228,宇宙開発利用推進費,4,内閣府,内閣府,宇宙開発戦略推進事務局,,,,,,6,国土交通省,総合政策局,,技術政策課,技術開発推進室,,,
レビューシート,2024,228,宇宙開発利用推進費,4,内閣府,内閣府,宇宙開発戦略推進事務局,,,,,,7,国土交通省,大臣官房,,技術調査課,,,,
レビューシート,2024,228,宇宙開発利用推進費,4,内閣府,内閣府,宇宙開発戦略推進事務局,,,,,,8,国土交通省　海上保安庁,,総務部,政務課,,,,
レビューシート,2024,228,宇宙開発利用推進費,4,内閣府,内閣府,宇宙開発戦略推進事務局,,,,,,9,国土交通省　海上保安庁,,警備救難部,警備情報課,,,,
レビューシート,2024,228,宇宙開発利用推進費,4,内閣府,内閣府,宇宙開発戦略推進事務局,,,,,,10,国土交通省　気象庁,,情報基盤部,気象衛星課,,,,
レビューシート,2024,229,北方領土返還要求運動推進等経費,4,内閣府,内閣府,北方対策本部,,,,,,1,,,,,,,,小林明生
レビューシート,2024,237,有人国境離島政策の推進に必要な経費,4,内閣府,内閣府,総合海洋政策推進事務局,,,,,,1,,,,,,,,符川公平
レビューシート,2024,238,国際平和協力隊の派遣等経費,4,内閣府,内閣府,国際平和協力本部,事務局,参事官,,,,1,,,,,,,,植草泰彦
レビューシート,2024,239,国際平和協力のための人材育成経費,4,内閣府,内閣府,国際平和協力本部,事務局,参事官,,,,1,,,,,,,,植草泰彦
レビューシート,2024,240,人道救援物資備蓄経費,4,内閣府,内閣府,国際平和協力本部,事務局,参事官,,,,1,,,,,,,,植草泰彦
レビューシート,2024,241,各国アカデミーとの交流等の国際的な活動,4,内閣府,内閣府,日本学術会議,事務局,参事官（国際業務担当）,,,国際業務総括専門職,1,,,,,,,,大沼和善
レビューシート,2024,242,科学の役割についての普及・啓発,4,内閣府,内閣府,日本学術会議,事務局,企画課,,,,1,,,,,,,,水本圭祐
レビューシート,2024,243,科学者間ネットワークの構築,4,内閣府,内閣府,日本学術会議,事務局,企画課,,,,1,,,,,,,,水本圭祐
レビューシート,2024,244,国家公務員の再就職支援経費,4,内閣府,内閣府,官民人材交流センター,,総務課,,,,1,,,,,,,,野竹司郎
レビューシート,2024,245,革新的研究開発の推進,4,内閣府,内閣府,科学技術・イノベーション推進事務局,,参事官（未来革新研究推進担当）,,,,1,,,,,,,,服部正
レビューシート,2024,247,新たな国立公文書館施設の整備に必要な経費,4,内閣府,内閣府,大臣官房,,公文書管理課,,,,1,独立行政法人,,,,,,内閣府/国立公文書館,坂本眞一
レビューシート,2024,248,独立行政法人国立公文書館運営費交付金に必要な経費,4,内閣府,内閣府,大臣官房,,公文書管理課,,,,1,独立行政法人,,,,,,内閣府/国立公文書館,坂本眞一
レビューシート,2024,249,独立行政法人国立公文書館施設整備に必要な経費,4,内閣府,内閣府,大臣官房,,公文書管理課,,,,1,独立行政法人,,,,,,内閣府/国立公文書館,坂本眞一
レビューシート,2024,250,拉致被害者等の支援に必要な経費,4,内閣府,内閣府,大臣官房,,拉致被害者等支援担当室,,,,1,,,,,,,,大田泰介
レビューシート,2024,253,経済財政政策運営の企画立案総合調整に必要な経費,4,内閣府,内閣府,政策統括官（経済財政運営担当）,,参事官（総括担当）,,,,1,内閣府,政策統括官（経済財政運営担当）,,参事官（経済見通し担当）,,,,田中茂樹
レビューシート,2024,253,経済財政政策運営の企画立案総合調整に必要な経費,4,内閣府,内閣府,政策統括官（経済財政運営担当）,,参事官（総括担当）,,,,2,内閣府,政策統括官（経済財政運営担当）,,参事官（経済対策・金融担当）,,,,加藤卓生
レビューシート,2024,253,経済財政政策運営の企画立案総合調整に必要な経費,4,内閣府,内閣府,政策統括官（経済財政運営担当）,,参事官（総括担当）,,,,3,,,,,,,,岡野武司
レビューシート,2024,254,国際経済会議等に必要な経費,4,内閣府,内閣府,政策統括官（経済財政運営担当）,,参事官（国際経済担当）,,,,1,内閣府,政策統括官（経済財政運営担当）,,参事官（総括担当）,,,,木村順治
レビューシート,2024,255,雇用対策の総合的推進に必要な経費,4,内閣府,内閣府,政策統括官（経済財政運営担当）,,参事官（予算編成基本方針担当）,,,,1,内閣府,政策統括官（経済財政運営担当）,,参事官（産業・雇用担当）,,,,高橋洋明
レビューシート,2024,255,雇用対策の総合的推進に必要な経費,4,内閣府,内閣府,政策統括官（経済財政運営担当）,,参事官（予算編成基本方針担当）,,,,2,内閣府,政策統括官（経済財政運営担当）,,参事官（企画担当）,,,,吉中孝
