シート種別,事業年度,予算事業ID,事業名,建制順,所管府省庁,府省庁,局・庁,部,課,室,班,係,その他担当組織_作成責任者_no,府省庁（その他担当組織）,局・庁（その他担当組織）,部（その他担当組織）,課（その他担当組織）,室（その他担当組織）,班（その他担当組織）,係（その他担当組織）,作成責任者
レビューシート,2024,4121,砂防事業,23,国土交通省,国土交通省,水管理・国土保全局,砂防部,保全課,,,,2,国土交通省,水管理・国土保全局,砂防部,保全課,土砂災害対策室,,,
レビューシート,2024,4122,砂防管理事業,23,国土交通省,国土交通省,水管理・国土保全局,砂防部,保全課,,,,1,国土交通省,水管理・国土保全局,砂防部,砂防計画課,,,,椎葉秀作
レビューシート,2024,4122,砂防管理事業,23,国土交通省,国土交通省,水管理・国土保全局,砂防部,保全課,,,,2,国土交通省,水管理・国土保全局,砂防部,保全課,土砂災害対策室,,,
レビューシート,2024,4123,地すべり対策事業,23,国土交通省,国土交通省,水管理・国土保全局,砂防部,保全課,,,,1,国土交通省,水管理・国土保全局,砂防部,砂防計画課,,,,椎葉秀作
レビューシート,2024,4123,地すべり対策事業,23,国土交通省,国土交通省,水管理・国土保全局,砂防部,保全課,,,,2,国土交通省,水管理・国土保全局,砂防部,保全課,土砂災害対策室,,,
レビューシート,2024,4124,急傾斜地崩壊対策事業,23,国土交通省,国土交通省,水管理・国土保全局,砂防部,保全課,,,,1,国土交通省,水管理・国土保全局,砂防部,砂防計画課,,,,椎葉秀作
レビューシート,2024,4124,急傾斜地崩壊対策事業,23,国土交通省,国土交通省,水管理・国土保全局,砂防部,保全課,,,,2,国土交通省,水管理・国土保全局,砂防部,保全課,土砂災害対策室,,,
レビューシート,2024,4125,水害等統計作成経費,23,国土交通省,国土交通省,水管理・国土保全局,,河川計画課,河川計画調整室,,,1,,,,,,,,小澤盛生
レビューシート,2024,4126,洪水予報施設運営に必要な経費,23,国土交通省,国土交通省,水管理・国土保全局,,河川環境課,河川保全企画室,,,1,,,,,,,,小島優
レビューシート,2024,4129,洪水予報施設経費,23,国土交通省,国土交通省,水管理・国土保全局,,河川環境課,河川保全企画室,,,1,,,,,,,,小島優
レビューシート,2024,4130,防災分野の海外展開支援に係る経費,23,国土交通省,国土交通省,水管理・国土保全局,,河川計画課,国際室,,,1,,,,,,,,小浪尊宏
レビューシート,2024,4131,大規模土砂災害緊急調査経費,23,国土交通省,国土交通省,水管理・国土保全局,砂防部,砂防計画課,地震・火山砂防室,,,1,,,,,,,,國友優
レビューシート,2024,4132,防災協働対話を通じた水防災技術の国際展開強化のための調査検討経費,23,国土交通省,国土交通省,水管理・国土保全局,,河川計画課,国際室,,,1,,,,,,,,小浪尊宏
レビューシート,2024,4139,運輸安全マネジメント制度の充実・強化,23,国土交通省,国土交通省,大臣官房,,運輸安全監理官,,,,1,,,,,,,,山﨑孝章
レビューシート,2024,4140,公共交通における事故発生時の被害者支援のための体制整備,23,国土交通省,国土交通省,総合政策局,,バリアフリー政策課,,,,1,,,,,,,,瀬井威公
レビューシート,2024,4141,交通安全対策推進経費,23,国土交通省,国土交通省,総合政策局,,総務課,,,,1,,,,,,,,田中賢二
レビューシート,2024,4142,鉄道施設総合安全対策事業,23,国土交通省,国土交通省,鉄道局,,施設課,,,,1,国土交通省,鉄道局,,都市鉄道政策課,駅機能高度化推進室,,,北出徹也
レビューシート,2024,4142,鉄道施設総合安全対策事業,23,国土交通省,国土交通省,鉄道局,,施設課,,,,2,国土交通省,鉄道局,,鉄道事業課,地域鉄道支援室,,,
レビューシート,2024,4144,鉄道防災事業,23,国土交通省,国土交通省,鉄道局,,施設課,,,,1,,,,,,,,北出徹也
レビューシート,2024,4145,鉄道技術基準等,23,国土交通省,国土交通省,鉄道局,,技術企画課,,,,1,,,,,,,,中野智行
レビューシート,2024,4146,鉄道安全対策等,23,国土交通省,国土交通省,鉄道局,,安全監理官,,,,1,,,,,,,,竹島晃
レビューシート,2024,4147,自動車運送事業者に対する監査体制の強化,23,国土交通省,国土交通省,物流・自動車局,,安全政策課,,,,1,,,,,,,,永井啓文
レビューシート,2024,4149,自動車保安対策,23,国土交通省,国土交通省,物流・自動車局,,安全政策課,,,,1,国土交通省,物流・自動車局,,自動車整備課,,,,永井啓文
レビューシート,2024,4149,自動車保安対策,23,国土交通省,国土交通省,物流・自動車局,,安全政策課,,,,2,,,,,,,,多田善隆
レビューシート,2024,4150,貨物自動車運送秩序改善等対策,23,国土交通省,国土交通省,物流・自動車局,,貨物流通事業課,,,,1,,,,,,,,三輪田優子
レビューシート,2024,4152,旅客自動車分野におけるテロ対策の強化,23,国土交通省,国土交通省,物流・自動車局,,安全政策課,,,,1,,,,,,,,永井啓文
レビューシート,2024,4153,海上輸送の安全性向上のための総合対策,23,国土交通省,国土交通省,海事局,,安全政策課,,,,1,,,,,,,,鈴木長之
レビューシート,2024,4154,資格制度及び監査等による航行安全確保に必要な経費,23,国土交通省,国土交通省,海事局,,海技課,,,,1,国土交通省,海事局,,船員政策課,,,,鈴木長之
レビューシート,2024,4154,資格制度及び監査等による航行安全確保に必要な経費,23,国土交通省,国土交通省,海事局,,海技課,,,,2,国土交通省,海事局,,安全政策課,,,,後藤章文
レビューシート,2024,4154,資格制度及び監査等による航行安全確保に必要な経費,23,国土交通省,国土交通省,海事局,,海技課,,,,3,,,,,,,,角野浩之
レビューシート,2024,4155,小型船舶利用適正化に向けた総合対策,23,国土交通省,国土交通省,海事局,,船舶産業課,,,,1,国土交通省,海事局,,検査測度課,,,,鈴木長之
レビューシート,2024,4155,小型船舶利用適正化に向けた総合対策,23,国土交通省,国土交通省,海事局,,船舶産業課,,,,2,国土交通省,海事局,,海技課,,,,中井智洋
レビューシート,2024,4155,小型船舶利用適正化に向けた総合対策,23,国土交通省,国土交通省,海事局,,船舶産業課,,,,3,,,,,,,,吉田正則
レビューシート,2024,4156,船舶の安全確保、海洋汚染の防止等に必要な経費,23,国土交通省,国土交通省,海事局,,検査測度課,,,,1,,,,,,,,池田隆之
レビューシート,2024,4156,船舶の安全確保、海洋汚染の防止等に必要な経費,23,国土交通省,国土交通省,海事局,,検査測度課,,,,2,,,,,,,,鈴木長之
レビューシート,2024,4156,船舶の安全確保、海洋汚染の防止等に必要な経費,23,国土交通省,国土交通省,海事局,,検査測度課,,,,3,,,,,,,,角野浩之
レビューシート,2024,4156,船舶の安全確保、海洋汚染の防止等に必要な経費,23,国土交通省,国土交通省,海事局,,検査測度課,,,,4,,,,,,,,中尾和也
レビューシート,2024,4156,船舶の安全確保、海洋汚染の防止等に必要な経費,23,国土交通省,国土交通省,海事局,,検査測度課,,,,5,,,,,,,,河合崇
レビューシート,2024,4157,自動車事故による被害者遺族等に対する支援,23,国土交通省,国土交通省,物流・自動車局,,保障制度参事官室,,,,1,,,,,,,,忍海邊智子
レビューシート,2024,4158,国際海事機関(IMO)分担金,23,国土交通省,国土交通省,海事局,,総務課,国際企画調整室,,,1,,,,,,,,中尾和也
レビューシート,2024,4159,国土交通政策推進経費,23,国土交通省,国土交通省,総合政策局,,政策課,,,,1,,,,,,,,高藤喜史
レビューシート,2024,4162,空港等維持運営（空港）,23,国土交通省,国土交通省,航空局,,予算・管財室参事官（航空予算担当）,,,,1,,,,,,,,折原英人
レビューシート,2024,4163,ハイジャック・テロ対策,23,国土交通省,国土交通省,航空局,安全部,官房参事官（安全企画）,航空保安対策室,,,1,,,,,,,,藤巻吉博
レビューシート,2024,4164,空港等維持運営（航空気象）,23,国土交通省,国土交通省　気象庁,,総務部,企画課,航空気象管理室,,第一管理係,1,国土交通省　気象庁,,総務部,経理管理官（課相当）,,,主計係,山腰裕一
レビューシート,2024,4165,航空輸送安全対策,23,国土交通省,国土交通省,航空局,安全部,官房参事官（航空安全推進）,,,,1,,,,,,,,木内宏一
レビューシート,2024,4166,航空従事者の技能証明試験,23,国土交通省,国土交通省,航空局,安全部,安全政策課,,,,1,,,,,,,,梅澤大輔
レビューシート,2024,4167,航空機・次世代航空モビリティに対する確実な安全性審査・実用化の促進,23,国土交通省,国土交通省,航空局,安全部,航空機安全課,,,,1,,,,,,,,千葉英樹
レビューシート,2024,4168,国際民間航空機関分担金・拠出金,23,国土交通省,国土交通省,航空局,航空ネットワーク部,国際航空課,,,,1,国土交通省,航空局,安全部,官房参事官（安全企画）,航空保安対策室,,,高橋泰史
レビューシート,2024,4169,独立行政法人航空大学校運営費交付金,23,国土交通省,国土交通省,航空局,安全部,安全政策課,乗員政策室,,,1,,,,,,,,藤林健太郎
レビューシート,2024,4170,救難体制の整備に関する経費,23,国土交通省,国土交通省　海上保安庁,,警備救難部,管理課,,,管理係,1,,,,,,,,佐々木渉
レビューシート,2024,4171,操縦士、整備士・製造技術者の養成・確保対策,23,国土交通省,国土交通省,航空局,安全部,安全政策課,乗員政策室,,,1,,,,,,,,藤林健太郎
レビューシート,2024,4172,公共交通等安全対策に必要な経費,23,国土交通省,国土交通省　運輸安全委員会,事務局,,総務課,,,,1,,,,,,,,吉田雅洋
レビューシート,2024,4173,道路事業（直轄・交通安全対策）,23,国土交通省,国土交通省,道路局,,国道・技術課,,,,1,,,,,,,,西川昌宏
レビューシート,2024,4174,道路事業（直轄・維持等）,23,国土交通省,国土交通省,道路局,,国道・技術課,道路メンテナンス企画室,,,1,,,,,,,,西川昌宏
レビューシート,2024,4175,道路事業（直轄・修繕等）,23,国土交通省,国土交通省,道路局,,国道・技術課,道路メンテナンス企画室,,,1,,,,,,,,西川昌宏
レビューシート,2024,4176,道路事業（補助等）,23,国土交通省,国土交通省,道路局,,環境安全・防災課,,,,1,,,,,,,,水野宏治
レビューシート,2024,4177,有料道路事業等,23,国土交通省,国土交通省,道路局,,高速道路課,,,,1,,,,,,,,松本健
レビューシート,2024,4178,道路事業（補助・除雪）,23,国土交通省,国土交通省,道路局,,環境安全・防災課,道路防災対策室,,,1,,,,,,,,水野宏治
レビューシート,2024,4180,道路構造物のメンテナンスサイクル確立に向けた経費,23,国土交通省,国土交通省,道路局,,国道・技術課,道路メンテナンス企画室,,,1,,,,,,,,西川昌宏
レビューシート,2024,4188,ひき逃げ事故等による被害者に対する保障金の支払,23,国土交通省,国土交通省,物流・自動車局,,保障制度参事官室,,,,1,,,,,,,,忍海邊智子
レビューシート,2024,4189,被害者相談等自賠責制度の適正・円滑な執行,23,国土交通省,国土交通省,物流・自動車局,,保障制度参事官室,,,,1,,,,,,,,忍海邊智子
レビューシート,2024,4190,通信施設に関する経費,23,国土交通省,国土交通省　海上保安庁,,総務部,情報通信課,,,計画係,1,,,,,,,,荒川直秀
レビューシート,2024,4191,自動車事故による重度後遺障害者への介護料等の支給,23,国土交通省,国土交通省,物流・自動車局,,保障制度参事官室,,,,1,,,,,,,,忍海邊智子
レビューシート,2024,4192,自動車運送事業の安全総合対策事業（事故防止対策支援推進事業）,23,国土交通省,国土交通省,物流・自動車局,,技術・環境政策課,,,,1,,,,,,,,猪股博之
レビューシート,2024,4192,自動車運送事業の安全総合対策事業（事故防止対策支援推進事業）,23,国土交通省,国土交通省,物流・自動車局,,技術・環境政策課,,,,2,,,,,,,,永井啓文
レビューシート,2024,4192,自動車運送事業の安全総合対策事業（事故防止対策支援推進事業）,23,国土交通省,国土交通省,物流・自動車局,,技術・環境政策課,,,,3,,,,,,,,多田善隆
レビューシート,2024,4193,独立行政法人自動車事故対策機構運営費交付金,23,国土交通省,国土交通省,物流・自動車局,,保障制度参事官室,,,,1,,,,,,,,忍海邊智子
レビューシート,2024,4194,独立行政法人自動車事故対策機構施設整備費,23,国土交通省,国土交通省,物流・自動車局,,保障制度参事官室,,,,1,,,,,,,,忍海邊智子
レビューシート,2024,4195,事業用自動車の重大事故に関する事故調査等機能の強化,23,国土交通省,国土交通省,物流・自動車局,,安全政策課,,,,1,,,,,,,,永井啓文
レビューシート,2024,4197,車両の安全対策,23,国土交通省,国土交通省,物流・自動車局,,技術・環境政策課,,,,1,,,,,,,,猪股博之
レビューシート,2024,4198,独立行政法人自動車技術総合機構運営費交付金,23,国土交通省,国土交通省,物流・自動車局,,技術・環境政策課,,,,1,,,,,,,,猪股博之
レビューシート,2024,4199,独立行政法人自動車技術総合機構施設整備費,23,国土交通省,国土交通省,物流・自動車局,,技術・環境政策課,,,,1,,,,,,,,猪股博之
レビューシート,2024,4200,海難審判に必要な経費,23,国土交通省,国土交通省,海難審判所,,総務課,,,,1,,,,,,,,松田竜太郎
レビューシート,2024,4201,航路標識整備事業,23,国土交通省,国土交通省　海上保安庁,,交通部,企画課,,,予算係,1,,,,,,,,森高龍平
レビューシート,2024,4202,巡視船艇の整備に関する経費,23,国土交通省,国土交通省　海上保安庁,,装備技術部,船舶課,,,計画係,1,,,,,,,,梶田智弘
レビューシート,2024,4203,航空機の整備に関する経費,23,国土交通省,国土交通省　海上保安庁,,装備技術部,航空機課,,,企画係,1,,,,,,,,久保田昌行
レビューシート,2024,4204,巡視船艇の運航に関する経費,23,国土交通省,国土交通省　海上保安庁,,装備技術部,船舶課,,,計画係,1,,,,,,,,梶田智弘
レビューシート,2024,4206,新技術の調査・研究に関する経費,23,国土交通省,国土交通省　海上保安庁,,装備技術部,管理課,,,,1,,,,,,,,下矢浩介
レビューシート,2024,4207,環境・防災体制の整備に関する経費,23,国土交通省,国土交通省　海上保安庁,,警備救難部,環境防災課,,,企画係,1,,,,,,,,平井洋次
レビューシート,2024,4209,業務基盤システムの整備に関する経費,23,国土交通省,国土交通省　海上保安庁,,総務部,情報通信課,,,計画係,1,,,,,,,,荒川直秀
レビューシート,2024,4210,海上交通安全に関する経費,23,国土交通省,国土交通省　海上保安庁,,交通部,企画課,,,予算係,1,,,,,,,,森高龍平
レビューシート,2024,4211,海洋情報に関する経費,23,国土交通省,国土交通省　海上保安庁,,海洋情報部,企画課,,,業務係,1,,,,,,,,川村朋哉
レビューシート,2024,4212,海洋調査に関する経費,23,国土交通省,国土交通省　海上保安庁,,海洋情報部,企画課,,,業務係,1,,,,,,,,川村朋哉
レビューシート,2024,4213,船舶交通安全の基盤整備に関する経費,23,国土交通省,国土交通省　海上保安庁,,装備技術部,施設補給課,,,調査係,1,,,,,,,,小堀靖弘
レビューシート,2024,4214,災害に強い物流システム構築事業,23,国土交通省,国土交通省,物流・自動車局,,貨物流通事業課,,,,1,,,,,,,,三輪田優子
レビューシート,2024,4214,災害に強い物流システム構築事業,23,国土交通省,国土交通省,物流・自動車局,,貨物流通事業課,,,,2,,,,,,,,紺野博行
レビューシート,2024,4215,アジアを中心とした質の高い物流システムの構築・国際標準化の推進,23,国土交通省,国土交通省,物流・自動車局,,物流政策課　国際物流室,,,,1,,,,,,,,牧野武人
レビューシート,2024,4216,海上運送対策に必要な経費,23,国土交通省,国土交通省,海事局,,内航課,,,,1,,,,,,,,伊勢尚史
レビューシート,2024,4216,海上運送対策に必要な経費,23,国土交通省,国土交通省,海事局,,内航課,,,,2,,,,,,,,指田徹
レビューシート,2024,4216,海上運送対策に必要な経費,23,国土交通省,国土交通省,海事局,,内航課,,,,3,,,,,,,,中尾和也
レビューシート,2024,4217,マラッカ・シンガポール海峡等航行安全対策,23,国土交通省,国土交通省,海事局,,外航課,,,,1,,,,,,,,指田徹
レビューシート,2024,4218,内航海運の効率化に必要な経費,23,国土交通省,国土交通省,海事局,,内航課,,,,1,国土交通省,海事局,,内航課,,,,伊勢尚史
レビューシート,2024,4219,国際クルーズ旅客受入機能高度化事業,23,国土交通省,国土交通省,港湾局,,産業港湾課,,,,1,,,,,,,,中川研造
レビューシート,2024,4220,港湾整備事業,23,国土交通省,国土交通省,港湾局,,計画課,,,,1,,,,,,,,森橋真
レビューシート,2024,4221,改正SOLAS条約等を踏まえた総合的な港湾保安対策,23,国土交通省,国土交通省,港湾局,,海岸・防災課,危機管理室,,,1,,,,,,,,玉石宗生
レビューシート,2024,4222,港湾広域防災拠点支援施設の維持管理に必要な経費,23,国土交通省,国土交通省,港湾局,,海岸・防災課,災害対策室,,,1,,,,,,,,工藤健一
レビューシート,2024,4223,基幹的広域防災拠点における広域輸送訓練に必要な経費,23,国土交通省,国土交通省,港湾局,,海岸・防災課,災害対策室,,,1,,,,,,,,工藤健一
レビューシート,2024,4226,国際戦略港湾競争力強化対策事業,23,国土交通省,国土交通省,港湾局,,港湾経済課,港湾物流戦略室,,,1,,,,,,,,清水崇
レビューシート,2024,4227,AIターミナル高度化実証事業,23,国土交通省,国土交通省,港湾局,,港湾経済課,港湾物流戦略室,,,1,国土交通省,港湾局,,参事官（港湾情報化）室,,,,清水崇
レビューシート,2024,4229,国際観光事業分担金,23,国土交通省,国土交通省　観光庁,,,参事官（国際関係）,,,,1,,,,,,,,渡邉敬
レビューシート,2024,4230,ASEAN貿易投資観光促進センター等拠出金,23,国土交通省,国土交通省　観光庁,,,参事官（国際関係）,,,,1,,,,,,,,渡邉敬
レビューシート,2024,4231,観光連絡調整経費,23,国土交通省,国土交通省　観光庁,,,観光戦略課,観光統計調査室,,,1,,,,,,,,小林美雪
レビューシート,2024,4232,観光統計整備事業,23,国土交通省,国土交通省　観光庁,,,観光戦略課,観光統計調査室,,,1,,,,,,,,小林美雪
レビューシート,2024,4233,観光地域動向調査事業,23,国土交通省,国土交通省　観光庁,,,観光地域振興部　観光地域振興課,,,,1,,,,,,,,安部勝也
レビューシート,2024,4235,国際会議等（ＭＩＣＥ）の誘致・開催の促進,23,国土交通省,国土交通省　観光庁,,,国際観光部　参事官（MICE）,,,,1,,,,,,,,石川靖
レビューシート,2024,4235,国際会議等（ＭＩＣＥ）の誘致・開催の促進,23,国土交通省,国土交通省　観光庁,,,国際観光部　参事官（MICE）,,,,2,,,,,,,,阿部雄介
レビューシート,2024,4235,国際会議等（ＭＩＣＥ）の誘致・開催の促進,23,国土交通省,国土交通省　観光庁,,,国際観光部　参事官（MICE）,,,,3,,,,,,,,渡邉敬
レビューシート,2024,4236,通訳ガイド制度の充実・強化,23,国土交通省,国土交通省　観光庁,,,国際観光部　国際観光課,,,,1,,,,,,,,飯田修章
レビューシート,2024,4237,独立行政法人国際観光振興機構運営費交付金（一般勘定）,23,国土交通省,国土交通省　観光庁,,,国際観光部　国際観光課,,,,1,,,,,,,,飯田修章
レビューシート,2024,4238,観光地・観光産業におけるユニバーサルツーリズムの創出事業,23,国土交通省,国土交通省　観光庁,,,参事官（産業競争力強化）,,,,1,国土交通省　観光庁,,,観光産業課,,,,本村龍平
レビューシート,2024,4239,観光地・観光産業における人材不足対策事業,23,国土交通省,国土交通省　観光庁,,,観光産業課,,,,1,,,,,,,,羽矢憲史
レビューシート,2024,4240,訪日外国人旅行者受入環境整備緊急対策事業,23,国土交通省,国土交通省　観光庁,,,参事官（外客受入）,,,,1,国土交通省,総合政策局,,地域交通課,,,,濵本健司
レビューシート,2024,4242,健全な民泊サービスの普及,23,国土交通省,国土交通省　観光庁,,,観光産業課,,,,1,,,,,,,,羽矢憲史
レビューシート,2024,4244,地域の医療・観光資源を活用した外国人受入れ推進のための調査・展開事業（国際観光旅客税財源）,23,国土交通省,国土交通省　観光庁,,,観光地域振興部　観光資源課,新コンテンツ開発推進室,,,1,,,,,,,,柳瀬孝幸
レビューシート,2024,4245,地方部での滞在促進のための地域周遊観光促進事業,23,国土交通省,国土交通省　観光庁,,,観光地域振興部　観光地域振興課,広域連携推進室,,,1,,,,,,,,安部勝也
レビューシート,2024,4246,地域観光資源の多言語解説整備支援事業（国際観光旅客税財源）,23,国土交通省,国土交通省　観光庁,,,観光地域振興部　観光資源課,文化・歴史資源活用推進室,,,1,国土交通省　観光庁,,,観光地域振興部　観光資源課,,,,柳瀬孝幸
レビューシート,2024,4247,独立行政法人国際観光振興機構運営費交付金（国際観光旅客税財源勘定）,23,国土交通省,国土交通省　観光庁,,,国際観光部　国際観光課,,,,1,,,,,,,,飯田修章
レビューシート,2024,4248,旅行安全情報等に関する情報プラットフォームの整備（国際観光旅客税財源）,23,国土交通省,国土交通省　観光庁,,,観光産業課,,,,1,,,,,,,,羽矢憲史
レビューシート,2024,4251,円滑な出入国の環境整備（国際観光旅客税財源）,23,国土交通省,国土交通省　観光庁,,,参事官（外客受入）,,,,1,法務省,出入国在留管理庁,,入国管理局　総務課,,,,濵本健司
レビューシート,2024,4251,円滑な出入国の環境整備（国際観光旅客税財源）,23,国土交通省,国土交通省　観光庁,,,参事官（外客受入）,,,,2,法務省,出入国在留管理庁,,総務課,,,,
レビューシート,2024,4251,円滑な出入国の環境整備（国際観光旅客税財源）,23,国土交通省,国土交通省　観光庁,,,参事官（外客受入）,,,,3,法務省,出入国在留管理庁,,総務課,,,システム予算係,
レビューシート,2024,4252,円滑な通関等の環境整備（国際観光旅客税財源）,23,国土交通省,国土交通省　観光庁,,,参事官（外客受入）,,,,1,財務省,関税局,,総務課,,,,濵本健司
レビューシート,2024,4252,円滑な通関等の環境整備（国際観光旅客税財源）,23,国土交通省,国土交通省　観光庁,,,参事官（外客受入）,,,,2,財務省,関税局,,監視課,,,,
レビューシート,2024,4252,円滑な通関等の環境整備（国際観光旅客税財源）,23,国土交通省,国土交通省　観光庁,,,参事官（外客受入）,,,,3,財務省,関税局,,総務課,,,予算第一係,
レビューシート,2024,4252,円滑な通関等の環境整備（国際観光旅客税財源）,23,国土交通省,国土交通省　観光庁,,,参事官（外客受入）,,,,4,財務省,関税局,,総務課,,,予算第二係,
レビューシート,2024,4252,円滑な通関等の環境整備（国際観光旅客税財源）,23,国土交通省,国土交通省　観光庁,,,参事官（外客受入）,,,,5,財務省,関税局,,監視課,,,旅具係,
レビューシート,2024,4252,円滑な通関等の環境整備（国際観光旅客税財源）,23,国土交通省,国土交通省　観光庁,,,参事官（外客受入）,,,,6,財務省,関税局,,監視課,,,総括係,
レビューシート,2024,4253,空港におけるFAST TRAVEL推進支援事業（国際観光旅客税財源）,23,国土交通省,国土交通省　観光庁,,,参事官（外客受入）,,,,1,国土交通省,航空局,,総務課,企画室,,,濵本健司
レビューシート,2024,4253,空港におけるFAST TRAVEL推進支援事業（国際観光旅客税財源）,23,国土交通省,国土交通省　観光庁,,,参事官（外客受入）,,,,2,国土交通省,航空局,航空ネットワーク部,,空港計画課,,,
レビューシート,2024,4253,空港におけるFAST TRAVEL推進支援事業（国際観光旅客税財源）,23,国土交通省,国土交通省　観光庁,,,参事官（外客受入）,,,,3,国土交通省,航空局,航空ネットワーク部,,空港技術課,,,
レビューシート,2024,4253,空港におけるFAST TRAVEL推進支援事業（国際観光旅客税財源）,23,国土交通省,国土交通省　観光庁,,,参事官（外客受入）,,,,4,国土交通省,航空局,安全部,官房参事官（安全企画）,航空保安対策室,,,
レビューシート,2024,4254,公共交通利用環境の革新等（国際観光旅客税財源）,23,国土交通省,国土交通省　観光庁,,,参事官（外客受入）,,,,1,国土交通省,総合政策局,,地域交通課,,,,濵本健司
レビューシート,2024,4255,ICT等を活用した観光地のインバウンド受入環境整備の高度化（国際観光旅客税財源）,23,国土交通省,国土交通省　観光庁,,,参事官（外客受入）,,,,1,国土交通省,道路局,,総務課,,,,濵本健司
レビューシート,2024,4255,ICT等を活用した観光地のインバウンド受入環境整備の高度化（国際観光旅客税財源）,23,国土交通省,国土交通省　観光庁,,,参事官（外客受入）,,,,2,国土交通省,道路局,,環境安全・防災課,,,,
レビューシート,2024,4255,ICT等を活用した観光地のインバウンド受入環境整備の高度化（国際観光旅客税財源）,23,国土交通省,国土交通省　観光庁,,,参事官（外客受入）,,,,3,国土交通省,道路局,,参事官（自転車活用推進）,,,,
レビューシート,2024,4255,ICT等を活用した観光地のインバウンド受入環境整備の高度化（国際観光旅客税財源）,23,国土交通省,国土交通省　観光庁,,,参事官（外客受入）,,,,4,国土交通省,都市局,,総務課,,,,
レビューシート,2024,4255,ICT等を活用した観光地のインバウンド受入環境整備の高度化（国際観光旅客税財源）,23,国土交通省,国土交通省　観光庁,,,参事官（外客受入）,,,,5,国土交通省,都市局,,公園緑地・景観課,,,,
レビューシート,2024,4257,インバウンドの地方展開に向けたインフラの観光資源化事業（国際観光旅客税財源）,23,国土交通省,国土交通省　観光庁,,,観光地域振興部　観光資源課,,,,1,国土交通省,総合政策局,,公共事業企画調整課,,,,柳瀬孝幸
レビューシート,2024,4257,インバウンドの地方展開に向けたインフラの観光資源化事業（国際観光旅客税財源）,23,国土交通省,国土交通省　観光庁,,,観光地域振興部　観光資源課,,,,2,国土交通省,水管理・国土保全局,,河川計画課,,,,
レビューシート,2024,4259,世界に誇る観光地を形成するためのDMO体制整備事業（国際観光旅客税財源）,23,国土交通省,国土交通省　観光庁,,,観光地域振興部　観光地域振興課,,,,1,,,,,,,,安部勝也
レビューシート,2024,4261,日本博を契機とした観光コンテンツの拡充＜日本博を契機とした観光コンテンツの拡充＞(国際観光旅客税財源),23,国土交通省,国土交通省　観光庁,,,観光地域振興部　観光資源課,文化・歴史資源活用推進室,,,1,,,,,,,,柳瀬孝幸
レビューシート,2024,4262,Living History（生きた歴史体感プログラム）事業（国際観光旅客税財源）,23,国土交通省,国土交通省　観光庁,,,観光地域振興部　観光資源課,文化・歴史資源活用推進室,,,1,,,,,,,,柳瀬孝幸
レビューシート,2024,4263,文化財・文化施設等のインバウンド対応事業（国際観光旅客税財源）,23,国土交通省,国土交通省　観光庁,,,観光地域振興部　観光資源課,文化・歴史資源活用推進室,,,1,,,,,,,,柳瀬孝幸
レビューシート,2024,4264,日本が誇る先端技術を活用した日本文化の魅力発信（国際観光旅客税財源）,23,国土交通省,国土交通省　観光庁,,,観光地域振興部　観光資源課,文化・歴史資源活用推進室,,,1,,,,,,,,柳瀬孝幸
レビューシート,2024,4265,国立公園利用拠点滞在環境等上質化事業（国際観光旅客税財源）,23,国土交通省,国土交通省　観光庁,,,観光地域振興部　観光資源課,自然資源活用推進室,,,1,環境省,自然環境局,,国立公園課,,,企画係,柳瀬孝幸
レビューシート,2024,4265,国立公園利用拠点滞在環境等上質化事業（国際観光旅客税財源）,23,国土交通省,国土交通省　観光庁,,,観光地域振興部　観光資源課,自然資源活用推進室,,,2,環境省,自然環境局,,国立公園課,,,,
レビューシート,2024,4265,国立公園利用拠点滞在環境等上質化事業（国際観光旅客税財源）,23,国土交通省,国土交通省　観光庁,,,観光地域振興部　観光資源課,自然資源活用推進室,,,3,環境省,自然環境局,,国立公園課,国立公園利用推進室,,,
レビューシート,2024,4265,国立公園利用拠点滞在環境等上質化事業（国際観光旅客税財源）,23,国土交通省,国土交通省　観光庁,,,観光地域振興部　観光資源課,自然資源活用推進室,,,4,環境省,自然環境局,,自然環境整備課,,,施設第一係,
レビューシート,2024,4265,国立公園利用拠点滞在環境等上質化事業（国際観光旅客税財源）,23,国土交通省,国土交通省　観光庁,,,観光地域振興部　観光資源課,自然資源活用推進室,,,5,環境省,自然環境局,,自然環境整備課,,,,
レビューシート,2024,4266,国立公園等多言語解説等整備事業（国際観光旅客税財源）,23,国土交通省,国土交通省　観光庁,,,観光地域振興部　観光資源課,自然資源活用推進室,,,1,環境省,自然環境局,,国立公園課,,,企画係,柳瀬孝幸
レビューシート,2024,4266,国立公園等多言語解説等整備事業（国際観光旅客税財源）,23,国土交通省,国土交通省　観光庁,,,観光地域振興部　観光資源課,自然資源活用推進室,,,2,環境省,自然環境局,,国立公園課,,,,
レビューシート,2024,4266,国立公園等多言語解説等整備事業（国際観光旅客税財源）,23,国土交通省,国土交通省　観光庁,,,観光地域振興部　観光資源課,自然資源活用推進室,,,3,環境省,自然環境局,,国立公園課,国立公園利用推進室,,,
レビューシート,2024,4266,国立公園等多言語解説等整備事業（国際観光旅客税財源）,23,国土交通省,国土交通省　観光庁,,,観光地域振興部　観光資源課,自然資源活用推進室,,,4,環境省,自然環境局,,自然環境整備課,,,施設第一係,
